dim	W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi4	8.8021136507e-01	n	2	0.99789594	1.50328001e-02	1.0000000000	1.0000000000	-1.776357e-15	1.776357e-15	200159983438562208.000000	200159983438688640.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi8	9.9070426576e-01	n	2	0.99999824	4.90210060e-04	1.0000000000	1.0000000000	-8.881784e-16	8.881784e-16	200159983438657024.000000	200159983438688640.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi16	9.9994867598e-01	n	2	1.00000000	3.70346653e-06	1.0000000000	1.0000000000	-1.110223e-15	1.110223e-15	200159983438639232.000000	200159983438688640.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi32	9.9999461516e-01	n	2	1.00000000	1.78274044e-06	1.0000000000	1.0000000000	9.992007e-16	9.992007e-16	200159983438648640.000000	200159983438688640.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi64	9.9999999410e-01	n	2	1.00000000	3.17437358e-09	1.0000000000	1.0000000000	-1.110223e-15	1.110223e-15	200159983438639232.000000	200159983438688640.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi128	9.9999999999e-01	n	2	1.00000000	5.22876013e-12	1.0000000000	1.0000000000	-1.110223e-15	1.110223e-15	200159983438639232.000000	200159983438688640.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi256	1.0000000000e+00	n	2	1.00000000	4.08180434e-15	1.0000000000	1.0000000000	-4.440892e-16	4.440892e-16	200159983438680736.000000	200159983438688640.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	UHF	4.6950123670e-02	n	2	0.52638759	4.90424156e-01	1.0000000000	1.0000000000	-9.992007e-15	9.992007e-15	200159983434688640.000000	200159983438688640.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi2	4.2176205781e-01	Sz	2	0.96437283	3.56271679e-02	-0.0000000000	-0.0000000000	9.651140e-13	6.406956e-01	1.000000	1.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi4	8.8021136507e-01	Sz	2	0.99789594	1.50328001e-02	-0.0000000000	-0.0000000000	1.169808e-13	7.765830e-02	1.000000	1.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi8	9.9070426576e-01	Sz	2	0.99999824	4.90210060e-04	-0.0000000000	-0.0000000000	1.281902e-14	8.509965e-03	1.000000	1.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi16	9.9994867598e-01	Sz	2	1.00000000	3.70346653e-06	-0.0000000000	-0.0000000000	1.100073e-15	7.302887e-04	1.000000	1.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi32	9.9999461516e-01	Sz	2	1.00000000	1.78274044e-06	-0.0000000000	-0.0000000000	5.966059e-16	3.960597e-04	1.000000	1.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi64	9.9999999410e-01	Sz	2	1.00000000	3.17437358e-09	-0.0000000000	-0.0000000000	2.874005e-15	1.907922e-03	1.000000	1.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi128	9.9999999999e-01	Sz	2	1.00000000	5.22876013e-12	-0.0000000000	-0.0000000000	2.790107e-15	1.852226e-03	1.000000	1.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	chi256	1.0000000000e+00	Sz	2	1.00000000	4.08180434e-15	-0.0000000000	-0.0000000000	3.864271e-15	2.565315e-03	1.000000	1.000000
1D	1	14	14	cylinder	true	12.0	-3.0121565258	-3.020e-14	UHF	4.6950123670e-02	Sz	2	0.52638759	4.90424156e-01	-0.0000000000	-0.4862102070	4.862102e-01	3.227730e+11	0.045427	1.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi2	2.3710089200e-02	ZZ onsite	2	0.67045579	3.29544214e-01	-0.3409115712	-1.0000000000	6.590884e-01	1.933312e+00	0.283934	12.689263
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi4	1.6181117545e-01	ZZ onsite	2	0.99617782	5.67060422e-02	-0.3409115712	-0.4543236557	1.134121e-01	3.326730e-01	5.532305	12.689263
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi8	6.2723957287e-01	ZZ onsite	2	0.99980436	1.30812003e-02	-0.3409115712	-0.3670739718	2.616240e-02	7.674248e-02	11.871963	12.689263
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi16	7.9677737856e-01	ZZ onsite	2	0.99996417	5.61516161e-03	-0.3409115712	-0.3521418944	1.123032e-02	3.294204e-02	12.530317	12.689263
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi32	9.6855394205e-01	ZZ onsite	2	0.99998998	2.97186626e-03	-0.3409115712	-0.3468553037	5.943733e-03	1.743482e-02	12.644335	12.689263
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi64	9.9471575153e-01	ZZ onsite	2	0.99999968	5.32029780e-04	-0.3409115712	-0.3419756308	1.064060e-03	3.121219e-03	12.687818	12.689263
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi128	9.9927953746e-01	ZZ onsite	2	0.99999999	8.22125742e-05	-0.3409115712	-0.3410759963	1.644251e-04	4.823103e-04	12.689229	12.689263
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi256	9.9996989296e-01	ZZ onsite	2	1.00000000	4.35595182e-06	-0.3409115712	-0.3409202831	8.711904e-06	2.555473e-05	12.689263	12.689263
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	UHF	3.9518722809e-01	ZZ onsite	2	0.90574129	2.44061344e-01	-0.3409115712	-0.1569142413	-1.839973e-01	5.397216e-01	2.880601	12.689263
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi2	2.3710089200e-02	ZZ up-up nb	2	0.94219000	2.33383820e-01	-0.4667676404	-0.0000000000	-4.667676e-01	1.000000e+00	1.000000	25.761169
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi4	1.6181117545e-01	ZZ up-up nb	2	0.94219000	2.33383820e-01	-0.4667676404	-0.0000000000	-4.667676e-01	1.000000e+00	1.000000	25.761169
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi8	6.2723957287e-01	ZZ up-up nb	2	0.99997584	4.35861837e-03	-0.4667676404	-0.4580504037	-8.717237e-03	1.867575e-02	25.540593	25.761169
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi16	7.9677737856e-01	ZZ up-up nb	2	0.99985203	1.06878137e-02	-0.4667676404	-0.4881432678	2.137563e-02	4.579501e-02	24.489463	25.761169
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi32	9.6855394205e-01	ZZ up-up nb	2	0.99996349	5.36046009e-03	-0.4667676404	-0.4560467203	-1.072092e-02	2.296843e-02	25.428997	25.761169
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi64	9.9471575153e-01	ZZ up-up nb	2	0.99998386	3.55995045e-03	-0.4667676404	-0.4596477395	-7.119901e-03	1.525363e-02	25.613602	25.761169
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi128	9.9927953746e-01	ZZ up-up nb	2	0.99999927	7.53738049e-04	-0.4667676404	-0.4652601643	-1.507476e-03	3.229607e-03	25.754517	25.761169
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi256	9.9996989296e-01	ZZ up-up nb	2	1.00000000	4.05064192e-05	-0.4667676404	-0.4666866276	-8.101284e-05	1.735614e-04	25.761150	25.761169
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	UHF	3.9518722809e-01	ZZ up-up nb	2	0.92151981	2.43455395e-01	-0.4667676404	-0.5167372839	4.996964e-02	1.070546e-01	20.066650	25.761169
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi2	2.3710089200e-02	SzSz nb	4	0.39198639	7.09133643e-01	-0.0828776145	-0.0000000000	-8.287761e-02	1.000000e+00	1.000000	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi4	1.6181117545e-01	SzSz nb	4	0.68505461	5.05239839e-01	-0.0828776145	-0.0000000000	-8.287761e-02	1.000000e+00	1.000000	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi8	6.2723957287e-01	SzSz nb	4	0.99878451	2.87094840e-02	-0.0828776145	-0.0824062305	-4.713840e-04	5.687712e-03	1.683045	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi16	7.9677737856e-01	SzSz nb	4	0.99943369	2.11278086e-02	-0.0828776145	-0.0870815749	4.203960e-03	5.072492e-02	1.680129	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi32	9.6855394205e-01	SzSz nb	4	0.99974755	1.16441829e-02	-0.0828776145	-0.0821011750	-7.764394e-04	9.368506e-03	1.682981	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi64	9.9471575153e-01	SzSz nb	4	0.99985886	1.00996767e-02	-0.0828776145	-0.0821912658	-6.863487e-04	8.281473e-03	1.683003	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi128	9.9927953746e-01	SzSz nb	4	0.99999561	1.85242420e-03	-0.0828776145	-0.0827222090	-1.554055e-04	1.875120e-03	1.683078	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi256	9.9996989296e-01	SzSz nb	4	0.99999993	1.93389946e-04	-0.0828776145	-0.0828679159	-9.698596e-06	1.170231e-04	1.683082	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	UHF	3.9518722809e-01	SzSz nb	4	0.85560575	3.48309496e-01	-0.0828776145	-0.0842064406	1.328826e-03	1.603360e-02	1.682786	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi2	2.3710089200e-02	SxSx nb	4	0.39198639	7.09133643e-01	-0.0828776145	0.0000000000	-8.287761e-02	1.000000e+00	1.000000	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi4	1.6181117545e-01	SxSx nb	4	0.68505461	5.05239839e-01	-0.0828776145	0.0000000000	-8.287761e-02	1.000000e+00	1.000000	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi8	6.2723957287e-01	SxSx nb	4	0.99878451	2.87094840e-02	-0.0828776145	-0.0824062305	-4.713840e-04	5.687712e-03	1.683045	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi16	7.9677737856e-01	SxSx nb	4	0.99943369	2.11278086e-02	-0.0828776145	-0.0870815749	4.203960e-03	5.072492e-02	1.680129	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi32	9.6855394205e-01	SxSx nb	4	0.99974755	1.16441829e-02	-0.0828776145	-0.0821011750	-7.764394e-04	9.368506e-03	1.682981	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi64	9.9471575153e-01	SxSx nb	4	0.99985886	1.00996767e-02	-0.0828776145	-0.0821912658	-6.863487e-04	8.281473e-03	1.683003	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi128	9.9927953746e-01	SxSx nb	4	0.99999561	1.85242420e-03	-0.0828776145	-0.0827222090	-1.554055e-04	1.875120e-03	1.683078	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi256	9.9996989296e-01	SxSx nb	4	0.99999993	1.93389946e-04	-0.0828776145	-0.0828679159	-9.698596e-06	1.170231e-04	1.683082	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	UHF	3.9518722809e-01	SxSx nb	4	0.85560575	3.48309496e-01	-0.0828776145	-0.0449778803	-3.789973e-02	4.572976e-01	1.472710	1.683082
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi2	2.3710089200e-02	DoubleOcc	2	0.67045579	3.29544214e-01	0.1647721072	0.0000000000	1.647721e-01	1.000000e+00	1.000000	3.480670
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi4	1.6181117545e-01	DoubleOcc	2	0.99617782	5.67060422e-02	0.1647721072	0.1364190861	2.835302e-02	1.720742e-01	3.242503	3.480670
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi8	6.2723957287e-01	DoubleOcc	2	0.99980436	1.30812003e-02	0.1647721072	0.1582315070	6.540600e-03	3.969483e-02	3.467118	3.480670
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi16	7.9677737856e-01	DoubleOcc	2	0.99996417	5.61516161e-03	0.1647721072	0.1619645264	2.807581e-03	1.703918e-02	3.478165	3.480670
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi32	9.6855394205e-01	DoubleOcc	2	0.99998998	2.97186626e-03	0.1647721072	0.1632861741	1.485933e-03	9.018111e-03	3.479967	3.480670
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi64	9.9471575153e-01	DoubleOcc	2	0.99999968	5.32029780e-04	0.1647721072	0.1645060923	2.660149e-04	1.614441e-03	3.480647	3.480670
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi128	9.9927953746e-01	DoubleOcc	2	0.99999999	8.22125742e-05	0.1647721072	0.1647310009	4.110629e-05	2.494736e-04	3.480669	3.480670
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi256	9.9996989296e-01	DoubleOcc	2	1.00000000	4.35595182e-06	0.1647721072	0.1647699292	2.177976e-06	1.321811e-05	3.480670	3.480670
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	UHF	3.9518722809e-01	DoubleOcc	2	0.90574129	2.44061344e-01	0.1647721072	0.2107714397	-4.599933e-02	2.791694e-01	2.916765	3.480670
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi2	2.3710089200e-02	n	2	0.67045579	3.29544214e-01	1.0000000000	1.0000000000	0.000000e+00	0.000000e+00	100079991719344272.000000	100079991719344272.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi4	1.6181117545e-01	n	2	0.99617782	5.67060422e-02	1.0000000000	1.0000000000	-4.218847e-15	4.218847e-15	100079991719166000.000000	100079991719344272.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi8	6.2723957287e-01	n	2	0.99980436	1.30812003e-02	1.0000000000	1.0000000000	-8.881784e-16	8.881784e-16	100079991719336368.000000	100079991719344272.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi16	7.9677737856e-01	n	2	0.99996417	5.61516161e-03	1.0000000000	1.0000000000	6.661338e-16	6.661338e-16	100079991719339824.000000	100079991719344272.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi32	9.6855394205e-01	n	2	0.99998998	2.97186626e-03	1.0000000000	1.0000000000	0.000000e+00	0.000000e+00	100079991719344272.000000	100079991719344272.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi64	9.9471575153e-01	n	2	0.99999968	5.32029780e-04	1.0000000000	1.0000000000	-3.330669e-16	3.330669e-16	100079991719343152.000000	100079991719344272.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi128	9.9927953746e-01	n	2	0.99999999	8.22125742e-05	1.0000000000	1.0000000000	-2.220446e-16	2.220446e-16	100079991719343776.000000	100079991719344272.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi256	9.9996989296e-01	n	2	1.00000000	4.35595182e-06	1.0000000000	1.0000000000	2.220446e-16	2.220446e-16	100079991719343776.000000	100079991719344272.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	UHF	3.9518722809e-01	n	2	0.90574129	2.44061344e-01	1.0000000000	1.0000000000	-2.664535e-15	2.664535e-15	100079991719273152.000000	100079991719344272.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi2	2.3710089200e-02	Sz	2	0.67045579	3.29544214e-01	0.0000000000	0.0000000000	-8.037128e-15	NaN	1.000000	1.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi4	1.6181117545e-01	Sz	2	0.99617782	5.67060422e-02	0.0000000000	0.0000000000	-3.735014e-15	NaN	1.000000	1.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi8	6.2723957287e-01	Sz	2	0.99980436	1.30812003e-02	0.0000000000	0.0000000000	-1.244602e-15	NaN	1.000000	1.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi16	7.9677737856e-01	Sz	2	0.99996417	5.61516161e-03	0.0000000000	0.0000000000	-4.262670e-16	NaN	1.000000	1.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi32	9.6855394205e-01	Sz	2	0.99998998	2.97186626e-03	0.0000000000	0.0000000000	-3.057974e-17	NaN	1.000000	1.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi64	9.9471575153e-01	Sz	2	0.99999968	5.32029780e-04	0.0000000000	0.0000000000	3.887179e-16	NaN	1.000000	1.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi128	9.9927953746e-01	Sz	2	0.99999999	8.22125742e-05	0.0000000000	0.0000000000	1.075213e-16	NaN	1.000000	1.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	chi256	9.9996989296e-01	Sz	2	1.00000000	4.35595182e-06	0.0000000000	0.0000000000	3.177695e-16	NaN	1.000000	1.000000
1D	1	12	12	torus	true	2.0	-10.0417626474	-1.705e-13	UHF	3.9518722809e-01	Sz	2	0.90574129	2.44061344e-01	0.0000000000	0.1980620113	-1.980620e-01	NaN	0.222867	1.000000
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi2	1.6501301856e-01	ZZ onsite	2	0.91184334	8.81566615e-02	-0.8236866769	-1.0000000000	1.763133e-01	2.140539e-01	19.654295	188.558264
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi4	6.2722249944e-01	ZZ onsite	2	0.98342431	5.87443866e-02	-0.8236866769	-0.9411754502	1.174888e-01	1.426377e-01	39.152714	188.558264
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi8	7.6280577588e-01	ZZ onsite	2	0.99899912	1.71060528e-02	-0.8236866769	-0.8578987825	3.421211e-02	4.153534e-02	142.461596	188.558264
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi16	9.3899936234e-01	ZZ onsite	2	0.99931507	1.42709438e-02	-0.8236866769	-0.8522285645	2.854189e-02	3.465139e-02	153.899393	188.558264
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi32	9.9812860130e-01	ZZ onsite	2	0.99999937	4.48171850e-04	-0.8236866769	-0.8245830206	8.963437e-04	1.088210e-03	188.516393	188.558264
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi64	9.9987393731e-01	ZZ onsite	2	1.00000000	2.84435207e-05	-0.8236866769	-0.8237435640	5.688704e-05	6.906393e-05	188.558095	188.558264
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi128	9.9999223398e-01	ZZ onsite	2	1.00000000	2.53315850e-06	-0.8236866769	-0.8236917433	5.066317e-06	6.150782e-06	188.558263	188.558264
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi256	9.9999988403e-01	ZZ onsite	2	1.00000000	4.78503004e-08	-0.8236866769	-0.8236867726	9.570060e-08	1.161857e-07	188.558264	188.558264
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	UHF	1.1437247698e-01	ZZ onsite	2	0.57704273	4.61468495e-01	-0.8236866769	-0.8383411877	1.465451e-02	1.779137e-02	177.991224	188.558264
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi2	1.6501301856e-01	ZZ up-up nb	2	0.94581357	2.26385204e-01	-0.4527704080	0.0000000000	-4.527704e-01	1.000000e+00	1.000000	23.921181
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi4	6.2722249944e-01	ZZ up-up nb	2	0.99860400	3.39227467e-02	-0.4527704080	-0.3849249146	-6.784549e-02	1.498452e-01	15.793072	23.921181
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi8	7.6280577588e-01	ZZ up-up nb	2	0.99964240	1.70198655e-02	-0.4527704080	-0.4187306770	-3.403973e-02	7.518100e-02	21.177532	23.921181
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi16	9.3899936234e-01	ZZ up-up nb	2	0.99999988	3.10992201e-04	-0.4527704080	-0.4521484236	-6.219844e-04	1.373730e-03	23.920146	23.921181
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi32	9.9812860130e-01	ZZ up-up nb	2	0.99999937	7.05332544e-04	-0.4527704080	-0.4513597430	-1.410665e-03	3.115630e-03	23.915860	23.921181
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi64	9.9987393731e-01	ZZ up-up nb	2	0.99999998	1.15150758e-04	-0.4527704080	-0.4525401065	-2.303015e-04	5.086497e-04	23.921039	23.921181
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi128	9.9999223398e-01	ZZ up-up nb	2	1.00000000	1.38599308e-05	-0.4527704080	-0.4527426882	-2.771986e-05	6.122278e-05	23.921179	23.921181
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi256	9.9999988403e-01	ZZ up-up nb	2	1.00000000	4.04734961e-07	-0.4527704080	-0.4527695986	-8.094699e-07	1.787815e-06	23.921181	23.921181
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	UHF	1.1437247698e-01	ZZ up-up nb	2	0.55825312	5.77768256e-01	-0.4527704080	-0.8909120003	4.381416e-01	9.676904e-01	1.064869	23.921181
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi2	1.6501301856e-01	SzSz nb	4	0.73304254	4.39161561e-01	-0.1064105467	-0.0000000000	-1.064105e-01	1.000000e+00	1.000000	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi4	6.2722249944e-01	SzSz nb	4	0.95697214	1.85348510e-01	-0.1064105467	-0.0962312287	-1.017932e-02	9.566080e-02	2.109316	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi8	7.6280577588e-01	SzSz nb	4	0.99585356	3.85886922e-02	-0.1064105467	-0.1001734408	-6.237106e-03	5.861361e-02	2.122900	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi16	9.3899936234e-01	SzSz nb	4	0.99865723	2.50125173e-02	-0.1064105467	-0.1074290735	1.018527e-03	9.571671e-03	2.130929	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi32	9.9812860130e-01	SzSz nb	4	0.99999647	1.32546474e-03	-0.1064105467	-0.1061570129	-2.535338e-04	2.382601e-03	2.131136	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi64	9.9987393731e-01	SzSz nb	4	0.99999856	5.00424643e-04	-0.1064105467	-0.1064020561	-8.490571e-06	7.979069e-05	2.131149	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi128	9.9999223398e-01	SzSz nb	4	0.99999998	3.08654220e-05	-0.1064105467	-0.1064082113	-2.335399e-06	2.194706e-05	2.131149	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi256	9.9999988403e-01	SzSz nb	4	1.00000000	1.23769788e-06	-0.1064105467	-0.1064104522	-9.449396e-08	8.880131e-07	2.131149	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	UHF	1.1437247698e-01	SzSz nb	4	0.44267249	6.44168083e-01	-0.1064105467	-0.2161566485	1.097461e-01	1.031346e+00	0.967308	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi2	1.6501301856e-01	SxSx nb	4	0.73304254	4.39161561e-01	-0.1064105467	0.0000000000	-1.064105e-01	1.000000e+00	1.000000	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi4	6.2722249944e-01	SxSx nb	4	0.95697214	1.85348510e-01	-0.1064105467	-0.0962312287	-1.017932e-02	9.566080e-02	2.109316	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi8	7.6280577588e-01	SxSx nb	4	0.99585356	3.85886922e-02	-0.1064105467	-0.1001734408	-6.237106e-03	5.861361e-02	2.122900	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi16	9.3899936234e-01	SxSx nb	4	0.99865723	2.50125173e-02	-0.1064105467	-0.1074290735	1.018527e-03	9.571671e-03	2.130929	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi32	9.9812860130e-01	SxSx nb	4	0.99999647	1.32546474e-03	-0.1064105467	-0.1061570129	-2.535338e-04	2.382601e-03	2.131136	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi64	9.9987393731e-01	SxSx nb	4	0.99999856	5.00424643e-04	-0.1064105467	-0.1064020561	-8.490571e-06	7.979069e-05	2.131149	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi128	9.9999223398e-01	SxSx nb	4	0.99999998	3.08654220e-05	-0.1064105467	-0.1064082113	-2.335399e-06	2.194706e-05	2.131149	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi256	9.9999988403e-01	SxSx nb	4	1.00000000	1.23769788e-06	-0.1064105467	-0.1064104522	-9.449396e-08	8.880131e-07	2.131149	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	UHF	1.1437247698e-01	SxSx nb	4	0.44267249	6.44168083e-01	-0.1064105467	-0.0065713516	-9.983920e-02	9.382453e-01	1.067841	2.131149
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi2	1.6501301856e-01	DoubleOcc	2	0.91184334	8.81566615e-02	0.0440783308	0.0000000000	4.407833e-02	1.000000e+00	1.000000	1.173038
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi4	6.2722249944e-01	DoubleOcc	2	0.98342431	5.87443866e-02	0.0440783308	0.0147061374	2.937219e-02	6.663636e-01	1.089338	1.173038
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi8	7.6280577588e-01	DoubleOcc	2	0.99899912	1.71060528e-02	0.0440783308	0.0355253044	8.553026e-03	1.940415e-01	1.165445	1.173038
2D	2	6	12	cylinder	true	8.0	-4.7302555551	2.487e-14	chi16	9.3899936234e-01	DoubleOcc	2	0.99931507	1.42709438e-02	0.0440783308	0.0369428589	7.135472e-03	1.618816e-01	1.167743	1.173038
