dim	W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi8	8.3583796459e-01	Sz	2	0.99991567	4.73066764e-03	-0.0000000000	-0.0000000000	5.502195e-17	NaN	1.000000	1.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi16	9.3468373497e-01	Sz	2	0.99959711	1.01522129e-02	-0.0000000000	-0.0000000000	-3.618863e-16	NaN	1.000000	1.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi32	9.9381716584e-01	Sz	2	0.99999755	8.17003032e-04	-0.0000000000	-0.0000000000	2.102488e-16	NaN	1.000000	1.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi64	9.9956863109e-01	Sz	2	0.99999983	2.17907560e-04	-0.0000000000	-0.0000000000	-2.521379e-16	NaN	1.000000	1.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi128	9.9997526686e-01	Sz	2	1.00000000	6.62724448e-06	-0.0000000000	-0.0000000000	1.887647e-16	NaN	1.000000	1.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi256	9.9999957186e-01	Sz	2	1.00000000	1.91938326e-07	-0.0000000000	-0.0000000000	5.193409e-17	NaN	1.000000	1.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	UHF	9.9810932254e-02	Sz	2	0.55774695	4.76397294e-01	-0.0000000000	0.4692678992	-4.692679e-01	NaN	0.048604	1.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi2	3.2340921717e-01	ZZ onsite	2	0.92669966	7.33003435e-02	-0.8533993131	-1.0000000000	1.466007e-01	1.717844e-01	29.791934	239.257759
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi4	7.9530411252e-01	ZZ onsite	2	0.99580679	3.01047267e-02	-0.8533993131	-0.9136087664	6.020945e-02	7.055250e-02	109.451783	239.257759
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi8	9.8841459357e-01	ZZ onsite	2	0.99999636	9.91886448e-04	-0.8533993131	-0.8553830860	1.983773e-03	2.324554e-03	238.950125	239.257759
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi16	9.9984654009e-01	ZZ onsite	2	1.00000000	2.74558483e-05	-0.8533993131	-0.8534542248	5.491170e-05	6.434467e-05	239.257523	239.257759
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi32	9.9998352087e-01	ZZ onsite	2	1.00000000	2.84435550e-06	-0.8533993131	-0.8534050018	5.688711e-06	6.665943e-06	239.257756	239.257759
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi64	9.9999991309e-01	ZZ onsite	2	1.00000000	2.08231093e-08	-0.8533993131	-0.8533993547	4.164622e-08	4.880039e-08	239.257759	239.257759
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi128	9.9999999991e-01	ZZ onsite	2	1.00000000	4.30736419e-11	-0.8533993131	-0.8533993132	8.614676e-11	1.009454e-10	239.257759	239.257759
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi256	1.0000000000e+00	ZZ onsite	2	1.00000000	1.32081845e-14	-0.8533993131	-0.8533993131	2.609024e-14	3.057214e-14	239.257759	239.257759
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	UHF	5.5269962458e-02	ZZ onsite	2	0.55768111	4.76130405e-01	-0.8533993131	-0.8808493923	2.745008e-02	3.216557e-02	191.942535	239.257759
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi2	3.2340921717e-01	ZZ up-up nb	2	0.84913650	1.50863499e-01	-0.6982730029	-1.0000000000	3.017270e-01	4.321046e-01	5.096387	85.581679
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi4	7.9530411252e-01	ZZ up-up nb	2	0.99958603	1.42723810e-02	-0.6982730029	-0.7268177650	2.854476e-02	4.087909e-02	74.983220	85.581679
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi8	9.8841459357e-01	ZZ up-up nb	2	0.99999130	2.11729548e-03	-0.6982730029	-0.6940384119	-4.234591e-03	6.064377e-03	85.316292	85.581679
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi16	9.9984654009e-01	ZZ up-up nb	2	0.99999999	7.14832218e-05	-0.6982730029	-0.6981300365	-1.429664e-04	2.047429e-04	85.581376	85.581679
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi32	9.9998352087e-01	ZZ up-up nb	2	1.00000000	2.57880217e-06	-0.6982730029	-0.6982678453	-5.157604e-06	7.386229e-06	85.581679	85.581679
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi64	9.9999991309e-01	ZZ up-up nb	2	1.00000000	1.92306777e-08	-0.6982730029	-0.6982729644	-3.846135e-08	5.508068e-08	85.581679	85.581679
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi128	9.9999999991e-01	ZZ up-up nb	2	1.00000000	4.20387565e-10	-0.6982730029	-0.6982730021	-8.407743e-10	1.204077e-09	85.581679	85.581679
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi256	1.0000000000e+00	ZZ up-up nb	2	1.00000000	4.02788913e-13	-0.6982730029	-0.6982730029	-8.039125e-13	1.151287e-12	85.581679	85.581679
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	UHF	5.5269962458e-02	ZZ up-up nb	2	0.54461013	5.43144627e-01	-0.6982730029	-0.9395097046	2.412367e-01	3.454762e-01	7.713435	85.581679
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi2	3.2340921717e-01	SzSz nb	4	0.71713562	3.55963016e-01	-0.1644716175	-0.2500000000	8.552838e-02	5.200191e-01	2.149689	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi4	7.9530411252e-01	SzSz nb	4	0.93521475	6.44780616e-02	-0.1644716175	-0.1709055370	6.433920e-03	3.911872e-02	3.730301	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi8	9.8841459357e-01	SzSz nb	4	0.99971338	6.81396225e-03	-0.1644716175	-0.1636188437	-8.527739e-04	5.184930e-03	3.745700	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi16	9.9984654009e-01	SzSz nb	4	0.99999836	4.77417931e-04	-0.1644716175	-0.1644641720	-7.445515e-06	4.526930e-05	3.745976	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi32	9.9998352087e-01	SzSz nb	4	0.99999997	2.06457632e-05	-0.1644716175	-0.1644706213	-9.962501e-07	6.057276e-06	3.745976	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi64	9.9999991309e-01	SzSz nb	4	1.00000000	1.77353452e-07	-0.1644716175	-0.1644716218	4.266694e-09	2.594183e-08	3.745976	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi128	9.9999999991e-01	SzSz nb	4	1.00000000	1.42209362e-09	-0.1644716175	-0.1644716175	-7.437620e-11	4.522130e-10	3.745976	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi256	1.0000000000e+00	SzSz nb	4	1.00000000	3.32793550e-12	-0.1644716175	-0.1644716175	-1.381395e-13	8.398987e-13	3.745976	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	UHF	5.5269962458e-02	SzSz nb	4	0.47870906	6.56262777e-01	-0.1644716175	-0.2275448871	6.307327e-02	3.834903e-01	2.668385	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi2	3.2340921717e-01	SxSx nb	4	0.71713562	3.55963016e-01	-0.1644716175	-0.2500000000	8.552838e-02	5.200191e-01	2.149689	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi4	7.9530411252e-01	SxSx nb	4	0.93521475	6.44780616e-02	-0.1644716175	-0.1709055370	6.433920e-03	3.911872e-02	3.730301	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi8	9.8841459357e-01	SxSx nb	4	0.99971338	6.81396225e-03	-0.1644716175	-0.1636188437	-8.527739e-04	5.184930e-03	3.745700	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi16	9.9984654009e-01	SxSx nb	4	0.99999836	4.77417931e-04	-0.1644716175	-0.1644641720	-7.445515e-06	4.526930e-05	3.745976	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi32	9.9998352087e-01	SxSx nb	4	0.99999997	2.06457632e-05	-0.1644716175	-0.1644706213	-9.962501e-07	6.057276e-06	3.745976	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi64	9.9999991309e-01	SxSx nb	4	1.00000000	1.77353452e-07	-0.1644716175	-0.1644716218	4.266694e-09	2.594183e-08	3.745976	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi128	9.9999999991e-01	SxSx nb	4	1.00000000	1.42209362e-09	-0.1644716175	-0.1644716175	-7.437642e-11	4.522143e-10	3.745976	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi256	1.0000000000e+00	SxSx nb	4	1.00000000	3.32793550e-12	-0.1644716175	-0.1644716175	-1.382505e-13	8.405737e-13	3.745976	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	UHF	5.5269962458e-02	SxSx nb	4	0.47870906	6.56262777e-01	-0.1644716175	-0.0073325390	-1.571391e-01	9.554176e-01	1.068268	3.745976
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi2	3.2340921717e-01	DoubleOcc	2	0.92669966	7.33003435e-02	0.0366501717	0.0000000000	3.665017e-02	1.000000e+00	1.000000	1.119559
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi4	7.9530411252e-01	DoubleOcc	2	0.99580679	3.01047267e-02	0.0366501717	0.0215978084	1.505236e-02	4.107038e-01	1.097427	1.119559
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi8	9.8841459357e-01	DoubleOcc	2	0.99999636	9.91886448e-04	0.0366501717	0.0361542285	4.959432e-04	1.353181e-02	1.119535	1.119559
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi16	9.9984654009e-01	DoubleOcc	2	1.00000000	2.74558483e-05	0.0366501717	0.0366364438	1.372792e-05	3.745664e-04	1.119559	1.119559
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi32	9.9998352087e-01	DoubleOcc	2	1.00000000	2.84435550e-06	0.0366501717	0.0366487495	1.422178e-06	3.880412e-05	1.119559	1.119559
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi64	9.9999991309e-01	DoubleOcc	2	1.00000000	2.08231093e-08	0.0366501717	0.0366501613	1.041155e-08	2.840793e-07	1.119559	1.119559
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi128	9.9999999991e-01	DoubleOcc	2	1.00000000	4.30736419e-11	0.0366501717	0.0366501717	2.153718e-11	5.876420e-10	1.119559	1.119559
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi256	1.0000000000e+00	DoubleOcc	2	1.00000000	1.32081845e-14	0.0366501717	0.0366501717	6.945833e-15	1.895171e-13	1.119559	1.119559
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	UHF	5.5269962458e-02	DoubleOcc	2	0.55768111	4.76130405e-01	0.0366501717	0.0297876519	6.862520e-03	1.872439e-01	1.114886	1.119559
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi2	3.2340921717e-01	n	2	0.92669966	7.33003435e-02	1.0000000000	1.0000000000	2.442491e-15	2.442491e-15	-25019997929839912.000000	-25019997929836180.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi4	7.9530411252e-01	n	2	0.99580679	3.01047267e-02	1.0000000000	1.0000000000	1.887379e-15	1.887379e-15	-25019997929838408.000000	-25019997929836180.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi8	9.8841459357e-01	n	2	0.99999636	9.91886448e-04	1.0000000000	1.0000000000	1.998401e-15	1.998401e-15	-25019997929838680.000000	-25019997929836180.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi16	9.9984654009e-01	n	2	1.00000000	2.74558483e-05	1.0000000000	1.0000000000	2.997602e-15	2.997602e-15	-25019997929841804.000000	-25019997929836180.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi32	9.9998352087e-01	n	2	1.00000000	2.84435550e-06	1.0000000000	1.0000000000	1.887379e-15	1.887379e-15	-25019997929838408.000000	-25019997929836180.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi64	9.9999991309e-01	n	2	1.00000000	2.08231093e-08	1.0000000000	1.0000000000	8.881784e-16	8.881784e-16	-25019997929836672.000000	-25019997929836180.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi128	9.9999999991e-01	n	2	1.00000000	4.30736419e-11	1.0000000000	1.0000000000	2.664535e-15	2.664535e-15	-25019997929840624.000000	-25019997929836180.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi256	1.0000000000e+00	n	2	1.00000000	1.32081845e-14	1.0000000000	1.0000000000	1.110223e-15	1.110223e-15	-25019997929836952.000000	-25019997929836180.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	UHF	5.5269962458e-02	n	2	0.55768111	4.76130405e-01	1.0000000000	1.0000000000	-1.243450e-14	1.243450e-14	-25019997929932968.000000	-25019997929836180.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi2	3.2340921717e-01	Sz	2	0.92669966	7.33003435e-02	-0.0000000000	-0.0000000000	7.478975e-15	NaN	1.000000	1.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi4	7.9530411252e-01	Sz	2	0.99580679	3.01047267e-02	-0.0000000000	-0.0000000000	1.149919e-15	NaN	1.000000	1.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi8	9.8841459357e-01	Sz	2	0.99999636	9.91886448e-04	-0.0000000000	-0.0000000000	2.583240e-16	NaN	1.000000	1.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi16	9.9984654009e-01	Sz	2	1.00000000	2.74558483e-05	-0.0000000000	-0.0000000000	-1.262191e-16	NaN	1.000000	1.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi32	9.9998352087e-01	Sz	2	1.00000000	2.84435550e-06	-0.0000000000	-0.0000000000	5.577062e-17	NaN	1.000000	1.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi64	9.9999991309e-01	Sz	2	1.00000000	2.08231093e-08	-0.0000000000	-0.0000000000	-3.143489e-16	NaN	1.000000	1.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi128	9.9999999991e-01	Sz	2	1.00000000	4.30736419e-11	-0.0000000000	-0.0000000000	-4.053984e-17	NaN	1.000000	1.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	chi256	1.0000000000e+00	Sz	2	1.00000000	1.32081845e-14	-0.0000000000	-0.0000000000	1.731227e-16	NaN	1.000000	1.000000
1D	1	14	14	cylinder	true	8.0	-4.3826758916	2.842e-14	UHF	5.5269962458e-02	Sz	2	0.55768111	4.76130405e-01	-0.0000000000	-0.4692678852	4.692679e-01	NaN	0.048604	1.000000
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi2	2.3103475896e-01	ZZ onsite	2	0.90889239	9.11076141e-02	-0.8177847717	-1.0000000000	1.822152e-01	2.228156e-01	18.210718	180.472695
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi4	5.7792389300e-01	ZZ onsite	2	0.97906176	6.52792054e-02	-0.8177847717	-0.9483431825	1.305584e-01	1.596489e-01	32.375518	180.472695
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi8	7.8337813263e-01	ZZ onsite	2	0.99805793	2.37499030e-02	-0.8177847717	-0.8652845777	4.749981e-02	5.808351e-02	112.410017	180.472695
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi16	9.0380196851e-01	ZZ onsite	2	0.99955503	1.17736953e-02	-0.8177847717	-0.8413321623	2.354739e-02	2.879412e-02	157.096565	180.472695
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi32	9.8014091086e-01	ZZ onsite	2	0.99988842	5.98774711e-03	-0.8177847717	-0.8297602659	1.197549e-02	1.464382e-02	173.784362	180.472695
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi64	9.9393261392e-01	ZZ onsite	2	0.99999095	1.72367561e-03	-0.8177847717	-0.8212321229	3.447351e-03	4.215475e-03	179.898949	180.472695
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi128	9.9953697039e-01	ZZ onsite	2	0.99999987	2.07707714e-04	-0.8177847717	-0.8182001871	4.154154e-04	5.079765e-04	180.464338	180.472695
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	UHF	2.2853067721e-01	ZZ onsite	2	0.57638488	4.64396983e-01	-0.8177847717	-0.8411203883	2.333562e-02	2.853516e-02	157.461772	180.472695
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi2	2.3103475896e-01	ZZ up-up nb	2	0.93857856	2.40101750e-01	-0.4802034996	0.0000000000	-4.802035e-01	1.000000e+00	1.000000	27.640559
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi4	5.7792389300e-01	ZZ up-up nb	2	0.99893365	2.91404080e-02	-0.4802034996	-0.4219226837	-5.828082e-02	1.213669e-01	19.850827	27.640559
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi8	7.8337813263e-01	ZZ up-up nb	2	0.99853431	3.42606092e-02	-0.4802034996	-0.4116822811	-6.852122e-02	1.426920e-01	17.920151	27.640559
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi16	9.0380196851e-01	ZZ up-up nb	2	0.99798054	4.03479973e-02	-0.4802034996	-0.3995075051	-8.069599e-02	1.680454e-01	15.773787	27.640559
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi32	9.8014091086e-01	ZZ up-up nb	2	0.99996301	5.35283958e-03	-0.4802034996	-0.4694978204	-1.070568e-02	2.229405e-02	27.279353	27.640559
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi64	9.9393261392e-01	ZZ up-up nb	2	0.99997155	4.69201979e-03	-0.4802034996	-0.4708194600	-9.384040e-03	1.954180e-02	27.362189	27.640559
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi128	9.9953697039e-01	ZZ up-up nb	2	1.00000000	5.06693692e-05	-0.4802034996	-0.4801021609	-1.013387e-04	2.110329e-04	27.640527	27.640559
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	UHF	2.2853067721e-01	ZZ up-up nb	2	0.56064205	5.71343398e-01	-0.4802034996	-0.8913011364	4.110976e-01	8.560905e-01	1.346702	27.640559
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi2	2.3103475896e-01	SzSz nb	4	0.71183315	4.61782180e-01	-0.1132082812	-0.0000000000	-1.132083e-01	1.000000e+00	1.000000	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi4	5.7792389300e-01	SzSz nb	4	0.89514733	2.16233663e-01	-0.1132082812	-0.1054806709	-7.727610e-03	6.826011e-02	2.268668	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi8	7.8337813263e-01	SzSz nb	4	0.97815925	1.16135731e-01	-0.1132082812	-0.1011256726	-1.208261e-02	1.067290e-01	2.249368	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi16	9.0380196851e-01	SzSz nb	4	0.99232532	8.30033244e-02	-0.1132082812	-0.0962082470	-1.700003e-02	1.501660e-01	2.218089	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi32	9.8014091086e-01	SzSz nb	4	0.99961213	1.50302792e-02	-0.1132082812	-0.1113164016	-1.891880e-03	1.671149e-02	2.281405	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi64	9.9393261392e-01	SzSz nb	4	0.99984910	1.08446357e-02	-0.1132082812	-0.1111678528	-2.040428e-03	1.802367e-02	2.281272	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi128	9.9953697039e-01	SzSz nb	4	0.99999839	7.60818565e-04	-0.1132082812	-0.1131422382	-6.604301e-05	5.833761e-04	2.282221	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	UHF	2.2853067721e-01	SzSz nb	4	0.44942716	6.42868939e-01	-0.1132082812	-0.2165526906	1.033444e-01	9.128697e-01	1.103314	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi2	2.3103475896e-01	SxSx nb	4	0.71183315	4.61782180e-01	-0.1132082812	0.0000000000	-1.132083e-01	1.000000e+00	1.000000	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi4	5.7792389300e-01	SxSx nb	4	0.89514733	2.16233663e-01	-0.1132082812	-0.1054806709	-7.727610e-03	6.826011e-02	2.268668	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi8	7.8337813263e-01	SxSx nb	4	0.97815925	1.16135731e-01	-0.1132082812	-0.1011256726	-1.208261e-02	1.067290e-01	2.249368	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi16	9.0380196851e-01	SxSx nb	4	0.99232532	8.30033244e-02	-0.1132082812	-0.0962082470	-1.700003e-02	1.501660e-01	2.218089	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi32	9.8014091086e-01	SxSx nb	4	0.99961213	1.50302792e-02	-0.1132082812	-0.1113164016	-1.891880e-03	1.671149e-02	2.281405	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi64	9.9393261392e-01	SxSx nb	4	0.99984910	1.08446357e-02	-0.1132082812	-0.1111678528	-2.040428e-03	1.802367e-02	2.281272	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi128	9.9953697039e-01	SxSx nb	4	0.99999839	7.60818565e-04	-0.1132082812	-0.1131422382	-6.604301e-05	5.833761e-04	2.282221	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	UHF	2.2853067721e-01	SxSx nb	4	0.44942716	6.42868939e-01	-0.1132082812	-0.0062725935	-1.069357e-01	9.445924e-01	1.064435	2.282222
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi2	2.3103475896e-01	DoubleOcc	2	0.90889239	9.11076141e-02	0.0455538071	0.0000000000	4.555381e-02	1.000000e+00	1.000000	1.184841
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi4	5.7792389300e-01	DoubleOcc	2	0.97906176	6.52792054e-02	0.0455538071	0.0129142044	3.263960e-02	7.165066e-01	1.082151	1.184841
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi8	7.8337813263e-01	DoubleOcc	2	0.99805793	2.37499030e-02	0.0455538071	0.0336788556	1.187495e-02	2.606797e-01	1.170143	1.184841
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi16	9.0380196851e-01	DoubleOcc	2	0.99955503	1.17736953e-02	0.0455538071	0.0396669594	5.886848e-03	1.292284e-01	1.181195	1.184841
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi32	9.8014091086e-01	DoubleOcc	2	0.99988842	5.98774711e-03	0.0455538071	0.0425599335	2.993874e-03	6.572170e-02	1.183896	1.184841
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi64	9.9393261392e-01	DoubleOcc	2	0.99999095	1.72367561e-03	0.0455538071	0.0446919693	8.618378e-04	1.891912e-02	1.184763	1.184841
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi128	9.9953697039e-01	DoubleOcc	2	0.99999987	2.07707714e-04	0.0455538071	0.0454499532	1.038539e-04	2.279806e-03	1.184840	1.184841
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	UHF	2.2853067721e-01	DoubleOcc	2	0.57638488	4.64396983e-01	0.0455538071	0.0397199029	5.833904e-03	1.280662e-01	1.181260	1.184841
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi2	2.3103475896e-01	n	2	0.90889239	9.11076141e-02	1.0000000000	1.0000000000	7.771561e-16	7.771561e-16	66719994479560120.000000	66719994479562808.000000
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi4	5.7792389300e-01	n	2	0.97906176	6.52792054e-02	1.0000000000	1.0000000000	-3.330669e-16	3.330669e-16	66719994479562320.000000	66719994479562808.000000
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi8	7.8337813263e-01	n	2	0.99805793	2.37499030e-02	1.0000000000	1.0000000000	1.110223e-16	1.110223e-16	66719994479562752.000000	66719994479562808.000000
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi16	9.0380196851e-01	n	2	0.99955503	1.17736953e-02	1.0000000000	1.0000000000	0.000000e+00	0.000000e+00	66719994479562808.000000	66719994479562808.000000
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi32	9.8014091086e-01	n	2	0.99988842	5.98774711e-03	1.0000000000	1.0000000000	-1.110223e-15	1.110223e-15	66719994479557320.000000	66719994479562808.000000
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi64	9.9393261392e-01	n	2	0.99999095	1.72367561e-03	1.0000000000	1.0000000000	-2.220446e-16	2.220446e-16	66719994479562592.000000	66719994479562808.000000
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi128	9.9953697039e-01	n	2	0.99999987	2.07707714e-04	1.0000000000	1.0000000000	1.110223e-16	1.110223e-16	66719994479562752.000000	66719994479562808.000000
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	UHF	2.2853067721e-01	n	2	0.57638488	4.64396983e-01	1.0000000000	1.0000000000	-1.110223e-15	1.110223e-15	66719994479557320.000000	66719994479562808.000000
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi2	2.3103475896e-01	Sz	2	0.90889239	9.11076141e-02	0.0000000000	0.0000000000	-1.514792e-15	NaN	1.000000	1.000000
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi4	5.7792389300e-01	Sz	2	0.97906176	6.52792054e-02	0.0000000000	0.0000000000	2.253660e-16	NaN	1.000000	1.000000
2D	2	4	8	torus	true	8.0	-3.4671734372	3.197e-14	chi8	7.8337813263e-01	Sz	2	0.99805793	2.37499030e-02	0.0000000000	0.0000000000	8.993542e-17	NaN	1.000000	1.000000
